Fecha Modificacion;Fecha Descarga;Cod. Puesto;Dotacion;Puesto;Cod. Departamento-Organismo Autonomo;Departamento-Organismo Autonomo;Cod. Centro Organico;Centro Organico;Cod. Centro Destino;Centro Destino;Categoria Retributiva;Perfil Linguistico;Fecha de Preceptividad;Importe retributivo
09/05/2016;09/03/2017;3235;1;JEFE/A SECCION SEGURIDAD;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;3;31/12/2017;39.870,32
09/05/2016;09/03/2017;3239;1;TECNICO/A CONTABILIDAD A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/12/2017;39.870,32
09/05/2016;09/03/2017;3239;2;TECNICO/A CONTABILIDAD A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/10/1992;39.870,32
09/05/2016;09/03/2017;3241;1;TECNICO/A PRESUPUESTOS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;3;31/12/2017;43.049,02
09/05/2016;09/03/2017;3243;1;ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/12/2017;29.808,94
09/05/2016;09/03/2017;3243;13;ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;;29.808,94
09/05/2016;09/03/2017;3243;3;ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/03/2014;29.808,94
09/05/2016;09/03/2017;3243;4;ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;;29.808,94
09/05/2016;09/03/2017;3243;5;ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/12/2017;29.808,94
09/05/2016;09/03/2017;3243;6;ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/03/1993;29.808,94
09/05/2016;09/03/2017;3244;1;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/03/1992;28.310,10
09/05/2016;09/03/2017;3244;10;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/10/2008;28.310,10
09/05/2016;09/03/2017;3244;2;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/10/1992;28.310,10
09/05/2016;09/03/2017;3244;21;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/10/1994;28.310,10
09/05/2016;09/03/2017;3244;24;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;;28.310,10
09/05/2016;09/03/2017;3244;25;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/12/2017;28.310,10
09/05/2016;09/03/2017;3244;27;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/12/2014;28.310,10
09/05/2016;09/03/2017;3244;28;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/12/2017;28.310,10
09/05/2016;09/03/2017;3244;29;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/12/2017;28.310,10
09/05/2016;09/03/2017;3244;3;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/10/1992;28.310,10
09/05/2016;09/03/2017;3244;4;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/10/2008;28.310,10
09/05/2016;09/03/2017;3244;5;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;;28.310,10
09/05/2016;09/03/2017;3244;6;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/10/1992;28.310,10
09/05/2016;09/03/2017;3244;7;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;;28.310,10
09/05/2016;09/03/2017;3244;8;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/12/2017;28.310,10
09/05/2016;09/03/2017;3244;9;ADMINISTRATIVO/A B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;2;31/10/1992;28.310,10
09/05/2016;09/03/2017;3246;1;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/03/1993;39.870,32
09/05/2016;09/03/2017;3246;11;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;;39.870,32
09/05/2016;09/03/2017;3246;12;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/03/2014;39.870,32
09/05/2016;09/03/2017;3246;14;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;;39.870,32
09/05/2016;09/03/2017;3246;2;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/12/2017;39.870,32
09/05/2016;09/03/2017;3246;3;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/12/2017;39.870,32
09/05/2016;09/03/2017;3246;5;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/03/2014;39.870,32
09/05/2016;09/03/2017;3246;6;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/12/2017;39.870,32
09/05/2016;09/03/2017;3246;7;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;;39.870,32
09/05/2016;09/03/2017;3246;8;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;;39.870,32
09/05/2016;09/03/2017;3246;9;ANALISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;12;2;31/10/1992;39.870,32
09/05/2016;09/03/2017;3247;1;ANALISTA PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;2;;35.330,96
09/05/2016;09/03/2017;3247;2;ANALISTA PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;2;;35.330,96
09/05/2016;09/03/2017;3248;1;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/03/1992;26.857,32
09/05/2016;09/03/2017;3248;10;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/10/1994;26.857,32
09/05/2016;09/03/2017;3248;11;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/03/1992;26.857,32
09/05/2016;09/03/2017;3248;12;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/10/1993;26.857,32
09/05/2016;09/03/2017;3248;19;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;;26.857,32
09/05/2016;09/03/2017;3248;2;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/10/1994;26.857,32
09/05/2016;09/03/2017;3248;22;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;;26.857,32
09/05/2016;09/03/2017;3248;4;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/10/1997;26.857,32
09/05/2016;09/03/2017;3248;49;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/03/2014;26.857,32
09/05/2016;09/03/2017;3248;5;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/10/1993;26.857,32
09/05/2016;09/03/2017;3248;52;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/03/2014;26.857,32
09/05/2016;09/03/2017;3248;6;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/12/2017;26.857,32
09/05/2016;09/03/2017;3248;63;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;31/10/1997;26.857,32
09/05/2016;09/03/2017;3248;64;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;;26.857,32
09/05/2016;09/03/2017;3248;70;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;;26.857,32
09/05/2016;09/03/2017;3248;72;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;;26.857,32
09/05/2016;09/03/2017;3248;8;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;2;;26.857,32
09/05/2016;09/03/2017;3248;86;AUXILIAR ADMINISTRATIVO/A A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;813;CENTRAL DE INTERIOR DE VITORIA-GASTEIZ;5;2;31/03/2014;26.857,32
09/05/2016;09/03/2017;3253;3;DELINEANTE PROYECTISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;2;31/10/1992;31.443,44
09/05/2016;09/03/2017;3253;4;DELINEANTE PROYECTISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;49;ANTIGUA COMISARIA DE ERANDIO;8;2;31/12/2017;31.443,44
09/05/2016;09/03/2017;3253;5;DELINEANTE PROYECTISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;2;31/10/2008;31.443,44
09/05/2016;09/03/2017;3255;1;IMPLANTADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;2;31/12/2017;31.443,44
09/05/2016;09/03/2017;3255;2;IMPLANTADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;2;31/12/2017;31.443,44
09/05/2016;09/03/2017;3256;1;RESPONSABLE ALMACEN GENERAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;1;;33.094,60
09/05/2016;09/03/2017;3258;1;JEFE/A TECNICOS/AS OPERACION Y MONITORIZ;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;31/10/1991;33.094,60
09/05/2016;09/03/2017;3261;1;JEFE/A SECCION INFORMATICA POLICIAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3263;1;JEFE/A SECCION NUEVAS TECNOLOGIAS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3264;1;JEFE/A SECCION ADMINISTRACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;31/12/2017;46.567,92
09/05/2016;09/03/2017;3266;1;JEFE/A SECCION REDES Y OPERACIONES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3268;1;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/12/2017;29.808,94
09/05/2016;09/03/2017;3268;10;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;;29.808,94
09/05/2016;09/03/2017;3268;11;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;;29.808,94
09/05/2016;09/03/2017;3268;2;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/03/2014;29.808,94
09/05/2016;09/03/2017;3268;3;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;;29.808,94
09/05/2016;09/03/2017;3268;4;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/03/2014;29.808,94
09/05/2016;09/03/2017;3268;5;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/12/2014;29.808,94
09/05/2016;09/03/2017;3268;6;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/12/2017;29.808,94
09/05/2016;09/03/2017;3268;7;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;;29.808,94
09/05/2016;09/03/2017;3268;8;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/12/2017;29.808,94
09/05/2016;09/03/2017;3268;9;TECNICO/A OPERACION Y MONITORIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;31/12/2014;29.808,94
09/05/2016;09/03/2017;3269;1;PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;31/10/2008;33.094,60
09/05/2016;09/03/2017;3269;2;PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;;33.094,60
09/05/2016;09/03/2017;3269;6;PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;31/12/2017;33.094,60
09/05/2016;09/03/2017;3269;7;PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;31/12/2017;33.094,60
09/05/2016;09/03/2017;3269;8;PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;31/03/2014;33.094,60
09/05/2016;09/03/2017;3269;9;PROGRAMADOR/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;;33.094,60
09/05/2016;09/03/2017;3271;1;RESPONSABLE ALMACEN;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;2;;29.808,94
09/05/2016;09/03/2017;3273;1;SUPERVISOR/A INSTALACIONES SEGURIDAD;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;2;31/12/2014;35.330,96
09/05/2016;09/03/2017;3278;1;ADMINISTRATIVO/A ARCHIVO Y DOCUMENTACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;2;31/12/2017;31.443,44
09/05/2016;09/03/2017;3284;1;TECNICO/A CONTABILIDAD B;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;11;2;31/12/2017;37.275,00
09/05/2016;09/03/2017;3286;1;TECNICO/A PROYECTOS E INSTALACIONES GENE;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;9;2;31/12/2017;33.094,60
09/05/2016;09/03/2017;3287;2;TECNICO/A STANDARIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;11;2;31/03/2014;37.275,00
09/05/2016;09/03/2017;3287;3;TECNICO/A STANDARIZACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;11;2;31/03/2014;37.275,00
09/05/2016;09/03/2017;3290;1;ALBAÑIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3290;2;ALBAÑIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3290;3;ALBAÑIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3659;UNIDAD DE PROTECCION;7;1;;29.808,94
09/05/2016;09/03/2017;3291;1;ALMACENERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;1;;26.857,32
09/05/2016;09/03/2017;3291;2;ALMACENERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;1;;26.857,32
09/05/2016;09/03/2017;3291;3;ALMACENERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;5;1;;26.857,32
09/05/2016;09/03/2017;3291;4;ALMACENERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;5;1;;26.857,32
09/05/2016;09/03/2017;3294;1;CALDERERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;1;;28.310,10
09/05/2016;09/03/2017;3294;2;CALDERERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;6;1;;28.310,10
09/05/2016;09/03/2017;3295;1;CARPINTERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3295;2;CARPINTERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3659;UNIDAD DE PROTECCION;7;1;;29.808,94
09/05/2016;09/03/2017;3295;3;CARPINTERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3298;1;CHAPISTA PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3298;2;CHAPISTA PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;7;1;;29.808,94
09/05/2016;09/03/2017;3298;3;CHAPISTA PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;7;1;;29.808,94
09/05/2016;09/03/2017;3298;5;CHAPISTA PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3661;GIPUZKOA TRAFICO;7;1;;29.808,94
09/05/2016;09/03/2017;3299;1;ELECTRICISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3299;4;ELECTRICISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3299;5;ELECTRICISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3299;6;ELECTRICISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3299;7;ELECTRICISTA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3300;1;FONTANERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3300;2;FONTANERO/A;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;7;1;;29.808,94
09/05/2016;09/03/2017;3304;1;JEFE/A EQUIPO MANTENIMIENTO GENERAL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;8;1;;31.443,44
