Nombre Apellidos,Cargo Publico,Retribuciones2014Retribuciones2015,Fecha Inicio Relacion,Fecha Fin Relacion,Id_Dpto,Departamento,Id_Organo,Organo,Id_Centro_Organico,Centro Organico,Fecha Actualizacion
MIREN EGUZKINE DE MIGUEL AGUIRRE,DIRECTOR/A GERENTE GR4,6911972,01/01/2006,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60113000,RED DE SALUD MENTAL DE ARABA,30/11/2015
MIREN EGUZKINE DE MIGUEL AGUIRRE,DIRECTOR/A GERENTE GR4,6919272,01/01/2006,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60113000,RED DE SALUD MENTAL DE ARABA,22/06/2016
ADOLFO DELGADO FONTANEDA,DIRECTOR/A MEDICO ATENCION PRIMARIA,6511268,17/11/2011,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60114000,COMARCA ARABA,30/11/2015
ADOLFO DELGADO FONTANEDA,DIRECTOR/A MEDICO ATENCION PRIMARIA,6661438,17/11/2011,31/12/2015,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60114000,COMARCA ARABA,22/06/2016
JUAN LUIS DIEGO CASALS,ASESOR/A COORDINACION PLAN DE PAZ Y CONVIVENCIA,298117,01/09/2015,15/09/2015,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,22/06/2016
JUAN LUIS DIEGO CASALS,ASESOR/A DE INDUSTRIAS CULTURALES Y CREATIVAS,2086818,16/09/2015,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,22/06/2016
OLGA DOIZ UNZUE,DIRECTOR/A DE PERSONAL GR3,6150812,17/12/2011,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,30/11/2015
OLGA DOIZ UNZUE,DIRECTOR/A DE PERSONAL GR3,6261794,17/12/2011,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,22/06/2016
CRISTINA DOMINGO RICO,DIRECTOR/A MEDICO ATENCION PRIMARIA,6351719,31/01/2014,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60129000,COMARCA EZKERRALDEAENKARTERRI,30/11/2015
JAIME JOSE DOMINGUEZMACAYA LAURNAGA,DIRECTOR/A,7273124,03/01/2013,03/07/2015,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5210000,DIRECCION DE INFORMATICA Y TELECOMUNICACIONES,30/11/2015
JAIME JOSE DOMINGUEZMACAYA LAURNAGA,DIRECTOR/A,3775497,03/01/2013,03/07/2015,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5210000,DIRECCION DE INFORMATICA Y TELECOMUNICACIONES,22/06/2016
MIREN DORRONSORO IRAETA,DIRECTOR/A,7329566,19/04/2013,,8,08  SALUD,8,Departamento de Salud,8110000,DIRECCION DE SALUD PUBLICA Y ADICCIONES,30/11/2015
MIREN DORRONSORO IRAETA,DIRECTOR/A,7449303,19/04/2013,,8,08  SALUD,8,Departamento de Salud,8110000,DIRECCION DE SALUD PUBLICA Y ADICCIONES,22/06/2016
ELIXABETE ECHANOVE LANDAJUELA,DIRECTOR/A,6878030,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2120000,DIRECCION DE RELACIONES CON LAS ADMINISTRACIONES LOCALES Y REGISTROS ADMINISTRATIVOS,30/11/2015
ELIXABETE ECHANOVE LANDAJUELA,DIRECTOR/A,6889189,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2120000,DIRECCION DE RELACIONES CON LAS ADMINISTRACIONES LOCALES Y REGISTROS ADMINISTRATIVOS,22/06/2016
ION GURUTZ ECHAVE ARANZABAL,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7279654,30/11/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,30/11/2015
ION GURUTZ ECHAVE ARANZABAL,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7329200,30/11/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,22/06/2016
MARIA ARANZAZU ECHEVERRIA MUGURUZA,DIRECTOR/A DE COORDINACION ASISTENCIAL AREA DE ENFERMERIA GR3,3053872,13/06/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,30/11/2015
MARIA ARANZAZU ECHEVERRIA MUGURUZA,DIRECTOR/A DE COORDINACION ASISTENCIAL AREA DE ENFERMERIA GR3,5619106,13/06/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,22/06/2016
EDURNE EGAªA MANTEROLA,DIRECTOR/A DE LA SOCIEDAD,6853938,30/01/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,169,Euskadiko Kirol Portua SA,169010000,Euskadiko Kirol Portua SA,30/11/2015
EDURNE EGAªA MANTEROLA,DIRECTOR/A DE LA SOCIEDAD,7031249,30/01/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,169,EKP Euskadiko Kirol Portua SA,169010000,DIRECCION,22/06/2016
JOSE LUIS ELEXPURU MARCAIDA,DIRECTOR/A ECONOMICOFINANCIERO GR2,7235166,06/05/2014,18/06/2015,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60123000,ORGANIZACION SANITARIA INTEGRADA BARRUALDEGALDAKAO,30/11/2015
JOSE LUIS ELEXPURU MARCAIDA,DIRECTOR/A ECONOMICOFINANCIERO GR2,3443289,06/05/2014,18/06/2015,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60123000,ORGANIZACION SANITARIA INTEGRADA BARRUALDEGALDAKAO,22/06/2016
JOSE LUIS ELEXPURU MARCAIDA,DIRECTOR/A,3842565,19/06/2015,,8,08  SALUD,8,Departamento de Salud,8120000,DIRECCION DE ASEGURAMIENTO Y CONTRATACION SANITARIA,22/06/2016
JESUS ELGUEZABAL CANDINA,DIRECTOR/A GERENTE,7755400,11/03/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,66,Euskal Irrati Telebista Radio Television Vasca (EITB),66010000,Direccion General de EITB,30/11/2015
JESUS ELGUEZABAL CANDINA,DIRECTOR/A GERENTE,7755400,11/03/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,66,EITB Euskal Irrati Telebista Radio Television Vasca,66010000,DIRECCION GENERAL / GERENCIA,22/06/2016
MIREIA ELKOROIRIBE ZENIKAONANDIA,ASESOR/A RELACIONES EXTERNAS,6708704,19/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,30/11/2015
MIREIA ELKOROIRIBE ZENIKAONANDIA,ASESOR/A RELACIONES EXTERNAS,6708702,19/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,22/06/2016
ANTONIO EDUARDO ELORRIAGA AXPE,DIRECTOR/A DE ENFERMERIA ATENCION PRIMARIA,840673,13/03/2009,01/05/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60128000,ORGANIZACION SANITARIA INTEGRADA URIBE,30/11/2015
Mª ANGELES ELORZA ZUBIRIA,SECRETARIO/A GENERAL (NIVEL VICECONSEJERO),8206035,19/12/2012,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1200000,SECRETARIA GENERAL DE ACCION EXTERIOR,30/11/2015
Mª ANGELES ELORZA ZUBIRIA,SECRETARIO/A GENERAL (NIVEL VICECONSEJERO),8310248,19/12/2012,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1200000,SECRETARIA GENERAL DE ACCION EXTERIOR,22/06/2016
ZURIªE EMBID ZUBIRIA,DIRECTOR/A,7284285,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5420000,DIRECCION DE POLITICA FINANCIERA Y RECURSOS INSTITUCIONALES,30/11/2015
ZURIªE EMBID ZUBIRIA,DIRECTOR/A,7403301,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5420000,DIRECCION DE POLITICA FINANCIERA Y RECURSOS INSTITUCIONALES,22/06/2016
FERNANDO ENCINAR MARTIN,DIRECTOR/A ECONOMICOFINANCIERO GR1,7363046,15/06/2011,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60111000,HOSPITAL UNIVERSITARIO ARABA,30/11/2015
FERNANDO ENCINAR MARTIN,DIRECTOR/A ECONOMICOFINANCIERO GR1,7506653,15/06/2011,31/12/2015,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60111000,ORGANIZACION SANITARIA INTEGRADA ARABA,22/06/2016
TOMAS JOSE EPALZA SOLANO,ASESOR/A DE COORDINACION,8488245,19/04/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9000000,CONSEJERIA,30/11/2015
TOMAS JOSE EPALZA SOLANO,ASESOR/A DE COORDINACION,8488246,19/04/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9000000,CONSEJERIA,22/06/2016
ITZIAR EPALZA URQUIAGA,VICECONSEJERO/A,7867383,28/12/2012,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3300000,VICECONSEJERIA DE COMERCIO YTURISMO,30/11/2015
ITZIAR EPALZA URQUIAGA,VICECONSEJERO/A,7870436,28/12/2012,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3300000,VICECONSEJERIA DE COMERCIO YTURISMO,22/06/2016
ALICIA EPELDE MURGUIA,ASESOR/A IMPLANTACION PROCESOS GESTION DE CALIDAD,2366129,01/09/2014,,7,07  SEGURIDAD,7,Departamento de Seguridad,7000000,CONSEJERIA,30/11/2015
ALICIA EPELDE MURGUIA,ASESOR/A IMPLANTACION PROCESOS GESTION DE CALIDAD,7151708,01/09/2014,,7,07  SEGURIDAD,7,Departamento de Seguridad,7000000,CONSEJERIA,22/06/2016
JOSU IªAKI ERCORECA GERVASIO,CONSEJERO/A DEL DEPARTAMENTO,9229205,17/12/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2000000,CONSEJERIA,30/11/2015
JOSU IªAKI ERCORECA GERVASIO,CONSEJERO/A DEL DEPARTAMENTO,9275016,17/12/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2000000,CONSEJERIA,22/06/2016
MIREN EDURNE EREZCANO BUSTINZA,DIRECTOR/A,6707365,17/02/2014,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1020000,DIRECCION DE SECRETARIA Y RELACIONES INSTITUCIONALES,30/11/2015
MIREN EDURNE EREZCANO BUSTINZA,DIRECTOR/A,6716856,17/02/2014,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1020000,DIRECCION DE SECRETARIA Y RELACIONES INSTITUCIONALES,22/06/2016
JOSEBA ERKIZIA ITOITZ,DIRECTOR/A GENERAL (NIVEL DIRECTOR),7182656,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,44,HABE Instituto de Alfabetizacion y Reeuskaldunizacion de Adultos,44010000,DIRECCION GENERAL,30/11/2015
JOSEBA ERKIZIA ITOITZ,DIRECTOR/A GENERAL (NIVEL DIRECTOR),7223436,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,44,HABE Instituto de Alfabetizacion y Reeuskaldunizacion de Adultos,44010000,DIRECCION GENERAL,22/06/2016
LUIS M ESCUBI JUARISTI,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7288185,04/03/2014,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,30/11/2015
LUIS M ESCUBI JUARISTI,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7452738,04/03/2014,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,22/06/2016
ASIER ESNAL ALBIZU,DIRECTOR/A ECONOMICOFINANCIERO GR3,3141676,01/07/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60134000,ORGANIZACION SANITARIA INTEGRADA BAJO DEBA,30/11/2015
ASIER ESNAL ALBIZU,DIRECTOR/A ECONOMICOFINANCIERO GR3,6283352,01/07/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60134000,ORGANIZACION SANITARIA INTEGRADA DEBABARRENA,22/06/2016
Mª CARMEN ESPARZA LIBERAL,DIRECTOR/A DE ENFERMERIA GR4,5356202,15/02/2011,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60125000,HOSPITAL SANTA MARINA,30/11/2015
Mª CARMEN ESPARZA LIBERAL,DIRECTOR/A DE ENFERMERIA GR4,5451795,15/02/2011,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60125000,HOSPITAL SANTA MARINA,22/06/2016
AMAIA ESQUISABEL ALEGRIA,DIRECTOR/A,4813625,08/04/2015,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6420000,DIRECCION DE POLITICA CIENTIFICA,22/06/2016
M CARMEN ESQUISABEL ALEGRIA,DIRECTOR/A DE PERSONAL ATENCION PRIMARIA,5992162,11/11/1996,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60129000,COMARCA EZKERRALDEAENKARTERRI,30/11/2015
AMAIA ETXEBARRIA ALTUNA,DIRECTOR/A DE INTEGRACION ASISTENCIAL GR2,7136677,14/07/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60123000,ORGANIZACION SANITARIA INTEGRADA BARRUALDEGALDAKAO,30/11/2015
AMAIA ETXEBARRIA ALTUNA,DIRECTOR/A DE INTEGRACION ASISTENCIAL GR2,7839530,14/07/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60123000,ORGANIZACION SANITARIA INTEGRADA BARRUALDEGALDAKAO,22/06/2016
ALEX ETXEBERRIA ARANBURU ,GERENTE DE LA SOCIEDAD,6736540,19/11/2013,,5,05  HACIENDA Y FINANZAS,160,EJIE SA,160010000,EJIE SA,30/11/2015
ALEX ETXEBERRIA ARANBURU,GERENTE DE LA SOCIEDAD,6736500,19/11/2013,,5,05  HACIENDA Y FINANZAS,160,EJIE SA,160010000,DIRECCION GENERAL / GERENCIA,22/06/2016
JON ETXEBERRIA ARANBURU,DIRECTOR/A GENERAL,8463814,04/01/2013,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60010000,DIRECCION GENERAL,30/11/2015
JON ETXEBERRIA CRUZ,DIRECTOR/A GENERAL,8463814,04/01/2013,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60010000,DIRECCION GENERAL,22/06/2016
JOSU MIRENA ETXEGARAI ATELA,DIRECTOR/A ECONOMICOFINANCIERO GR4,5983996,01/03/2011,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60113000,RED DE SALUD MENTAL DE ARABA,30/11/2015
JOSU MIRENA ETXEGARAI ATELA,DIRECTOR/A ECONOMICOFINANCIERO GR4,6080777,01/03/2011,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60113000,RED DE SALUD MENTAL DE ARABA,22/06/2016
MIREN AINTZANE EZENARRO EGURBIDE,DIRECTOR/A,3466075,25/06/2015,,1,01  LEHENDAKARITZA,55,GOGORA  Instituto de la Memoria la Convivencia y los Derechos Humanos,55010000,DIRECCION,22/06/2016
MIREN AINTZANE EZENARRO EGURBIDE,ASESOR/A COORDINACION PLAN DE PAZ Y CONVIVENCIA,6708704,26/06/2013,24/06/2015,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,30/11/2015
MIREN AINTZANE EZENARRO EGURBIDE,ASESOR/A COORDINACION PLAN DE PAZ Y CONVIVENCIA,3242627,26/06/2013,24/06/2015,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,22/06/2016
JOSU MIREN EZKURDIA SANTAMARIA,DIRECTOR/A GENERAL,6708702,15/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,156,Neiker SA Instituto Vasco de Investigacion y Desarrollo Agrario,156010000,Neiker SA Instituto Vasco de Investigacion y Desarrollo Agrario,30/11/2015
JOSU MIREN EZKURDIA SANTAMARIA ,DIRECTOR/A GENERAL,6657879,15/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,156,Neiker SA Instituto Vasco de Investigacion y Desarrollo Agrario,156010000,DIRECCION GENERAL / GERENCIA,22/06/2016
JUAN CARLOS FARIªAS PAN,DIRECTOR/A ECONOMICOFINANCIERO ATENCION PRIMARIA,5926008,01/02/1989,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60114000,COMARCA ARABA,30/11/2015
JUAN CARLOS FARIªAS PAN,DIRECTOR/A ECONOMICOFINANCIERO ATENCION PRIMARIA,6009470,01/02/1989,31/12/2015,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60114000,COMARCA ARABA,22/06/2016
JOSE RAMON FERNANDEZ DE MENDIOLA RUIZ DE EGUILAZ,ASESOR/A MATERIA INFORMATICA EN EL AREA JUSTICIA,3787844,06/05/2013,24/07/2014,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2000000,CONSEJERIA,30/11/2015
AVELINO FERNANDEZ DE QUINCOCES MENDIETA,ASESOR/A DE POLITICA TERRITORIAL,4919714,07/04/2014,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9000000,CONSEJERIA,30/11/2015
AVELINO FERNANDEZ DE QUINCOCES MENDIETA,ASESOR/A DE POLITICA TERRITORIAL,6708702,07/04/2014,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9000000,CONSEJERIA,22/06/2016
JUAN ANTONIO FERNANDEZ ERDOCIA,SECRETARIO/A GENERAL (NIVEL VICECONSEJERO),7867383,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1300000,SECRETARIA GENERAL PARA LA PAZ Y LA CONVIVENCIA,30/11/2015
JUAN ANTONIO FERNANDEZ ERDOCIA,SECRETARIO/A GENERAL (NIVEL VICECONSEJERO),7867384,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1300000,SECRETARIA GENERAL PARA LA PAZ Y LA CONVIVENCIA,22/06/2016
M LUISA FERNANDEZ GONZALEZ,DIRECTOR/A GESTION GR4,6342530,01/06/1992,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60020000,EMERGENCIAS (Unidades Territoriales de Emergencias),30/11/2015
M LUISA FERNANDEZ GONZALEZ,DIRECTOR/A GESTION GR4,6422530,01/06/1992,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60020000,EMERGENCIAS (Unidades Territoriales de Emergencias),22/06/2016
JESUS FERNANDEZ IBAªEZ,DIRECTOR/A,7189610,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6220000,DIRECCION DE CENTROS ESCOLARES,30/11/2015
JESUS FERNANDEZ IBAªEZ,DIRECTOR/A,7296972,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6220000,DIRECCION DE CENTROS ESCOLARES,22/06/2016
EVA FERREIRA GARCIA,DIRECTOR/A,2790006,01/09/2015,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,65,Unibasq Agencia de Calidad del Sistema Universitario,65010000,DIRECCION,22/06/2016
ANA ESTHER FURUNDARENA OLABARRIAGA,ASESOR/A DE POLITICA LINGUISTICA,6708704,01/07/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,30/11/2015
ANA ESTHER FURUNDARENA OLABARRIAGA,ASESOR/A DE POLITICA LINGUISTICA,6708702,01/07/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,22/06/2016
XABIER GABILONDO RUIZ,ASESOR/A MATERIA INICIATIVAS PARLAMENTARIAS,6708704,01/01/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5000000,CONSEJERIA,30/11/2015
XABIER GABILONDO RUIZ,ASESOR/A MATERIA INICIATIVAS PARLAMENTARIAS,6708702,01/01/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5000000,CONSEJERIA,22/06/2016
GERVASIO GABIRONDO FERNANDEZ,DIRECTOR/A,7176644,03/01/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7240000,DIRECCION DE LA ERTZAINTZA,30/11/2015
GERVASIO GABIRONDO FERNANDEZ,DIRECTOR/A,7315024,03/01/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7240000,DIRECCION DE LA ERTZAINTZA,22/06/2016
JOSE ANTONIO GALERA CARRILLO,VICECONSEJERO/A,7960971,15/02/2013,06/07/2015,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9200000,VICECONSEJERIA DE MEDIO AMBIENTE,30/11/2015
JOSE ANTONIO GALERA CARRILLO,VICECONSEJERO/A,4087655,15/02/2013,06/07/2015,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9200000,VICECONSEJERIA DE MEDIO AMBIENTE,22/06/2016
LUIS ANGEL GALLO ESTRADA,DIRECTOR/A DE ENFERMERIA ATENCION PRIMARIA,5520629,15/02/2010,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60129000,COMARCA EZKERRALDEAENKARTERRI,30/11/2015
FRANCISCO JAVIER GARAGORRI YARZA,ASESOR/A EN MATERIA DE EDUCACION,6724704,18/09/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,30/11/2015
FRANCISCO JAVIER GARAGORRI YARZA,ASESOR/A EN MATERIA DE EDUCACION,6708702,18/09/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6000000,CONSEJERIA,22/06/2016
MARIA BEGOªA GARAMENDI IBARRA,DIRECTOR/A,7259606,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6210000,DIRECCION DE INNOVACION EDUCATIVA,30/11/2015
MARIA BEGOªA GARAMENDI IBARRA,DIRECTOR/A,7320002,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6210000,DIRECCION DE INNOVACION EDUCATIVA,22/06/2016
OLATZ GARAMENDI ,VICECONSEJERO/A,8241152,27/12/2012,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6100000,VICECONSEJERIA DE ADMINISTRACION Y SERVICIOS,30/11/2015
OLATZ GARAMENDI LANDA,VICECONSEJERO/A,8266400,27/12/2012,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6100000,VICECONSEJERIA DE ADMINISTRACION Y SERVICIOS,22/06/2016
SUSANA GARATE PEREZ,DIRECTOR/A ECONOMICOFINANCIERO GR2,575286,01/12/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60123000,ORGANIZACION SANITARIA INTEGRADA BARRUALDEGALDAKAO,22/06/2016
JOSU IªAKI GARAY IBAªEZ DE ELEJALDE,DIRECTOR/A GENERAL,7690800,13/09/2013,,5,05  HACIENDA Y FINANZAS,64,Instituto Vasco de Finanzas,64010000,Direccion General del Instituto Vasco de Finanzas,30/11/2015
JOSU IªAKI GARAY IBAªEZ DE ELEJALDE,DIRECTOR/A GENERAL,7690800,13/09/2013,,5,05  HACIENDA Y FINANZAS,64,IVF Instituto Vasco de Finanzas,64010000,DIRECCION GENERAL / GERENCIA,22/06/2016
JUAN IGNACIO GARCIA DE MOTILOA UBIS,VICECONSEJERO/A,7867383,25/04/2013,01/04/2015,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3200000,VICECONSEJERIA DE INDUSTRIA,30/11/2015
JUAN IGNACIO GARCIA DE MOTILOA UBIS,VICECONSEJERO/A,1965294,25/04/2013,01/04/2015,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3200000,VICECONSEJERIA DE INDUSTRIA,22/06/2016
Mª PILAR GARCIA DE SALAZAR OLANO,ASESOR/A DES PLAN ESTRATEGICO,7867383,01/05/2013,06/07/2015,7,07  SEGURIDAD,7,Departamento de Seguridad,7000000,CONSEJERIA,30/11/2015
MARBELLA GARCIA URBANEJA,DIRECTOR/A GERENTE GR4,7017662,19/01/2011,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60125000,HOSPITAL SANTA MARINA,30/11/2015
MARBELLA GARCIA URBANEJA,DIRECTOR/A GERENTE GR4,7068751,19/01/2011,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60125000,HOSPITAL SANTA MARINA,22/06/2016
Mª MERCEDES GARMENDIA BERECIARTU,DIRECTOR/A,7195219,01/02/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3320000,DIRECCION DE TURISMO,30/11/2015
Mª MERCEDES GARMENDIA BERECIARTU,DIRECTOR/A,7194023,01/02/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3320000,DIRECCION DE TURISMO,22/06/2016
Mª TERESA GARMENDIA TOLOSA,DIRECTOR/A GERENTE GR3,7832472,17/07/2013,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,30/11/2015
