Apellidos, Nombre;Cargo Publico;"Retribuciones2014
Retribuciones2015";Fecha Inicio Relacion;Fecha Fin Relacion;Id_Dpto;Departamento;Id_Organo;Organo;Id_Centro_Organico;Centro Organico;Fecha Actualizacion
DARPON SIERRA, JON;CONSEJERO/A DEL DEPARTAMENTO;86.930,06;17/12/2012;;8;08 - SALUD;8;Departamento de Salud;8000000;CONSEJERIA;30/11/2015
DARPON SIERRA, JON;CONSEJERO/A DEL DEPARTAMENTO;87.056,52;17/12/2012;;8;08 - SALUD;8;Departamento de Salud;8000000;CONSEJERIA;22/06/2016
DE ALLENDE ACHALANDABASO, AMAYA;DIRECTOR/A DE PERSONAL GR.2;73.618,59;05/05/2014;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60122000;ORGANIZACION SANITARIA INTEGRADA BILBAO-BASURTO;30/11/2015
DE ALLENDE ACHALANDABASO, AMAYA;DIRECTOR/A DE PERSONAL GR.2;74.870,23;05/05/2014;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60122000;ORGANIZACION SANITARIA INTEGRADA BILBAO-BASURTO;22/06/2016
DE BLAS DE BLAS, ANTONIO;DIRECTOR/A GERENTE ATENCION PRIMARIA;78.152,95;16/05/1999;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60114000;COMARCA ARABA;30/11/2015
DE BLAS DE BLAS, ANTONIO;DIRECTOR/A GERENTE ATENCION PRIMARIA;78.961,68;16/05/1999;31/12/2015;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60114000;COMARCA ARABA;22/06/2016
DE LA PUENTE PAGOLA, JUAN RAMON;DIRECTOR/A DE PERSONAL GR.1;75.908,84;01/11/2009;31/12/2014;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60131000;ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA;30/11/2015
DE LA PUENTE PAGOLA, JUAN RAMON;DIRECTOR/A DE PERSONAL GR.1;76.863,44;01/01/2015;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60131000;ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA;22/06/2016
DE LA SOTA GALDIZ, RICARDO BORJA;SECRETARIO/A GENERAL;73.714,02;27/02/2013;;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;205;Consejo de Relaciones Laborales;205010000;Consejo de Relaciones Laborales;30/11/2015
DE LA SOTA GALDIZ, RICARDO BORJA;SECRETARIO/A GENERAL;73.714,02;27/02/2013;;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;205;CRL, Consejo de Relaciones Laborales;205010000;PRESIDENCIA;22/06/2016
DE MIGUEL AGUIRRE, MIREN EGUZKINE;DIRECTOR/A GERENTE GR.4;69.119,72;01/01/2006;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60113000;RED DE SALUD MENTAL DE ARABA;30/11/2015
DE MIGUEL AGUIRRE, MIREN EGUZKINE;DIRECTOR/A GERENTE GR.4;69.192,72;01/01/2006;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60113000;RED DE SALUD MENTAL DE ARABA;22/06/2016
DELGADO FONTANEDA, ADOLFO;DIRECTOR/A MEDICO ATENCION PRIMARIA;65.112,68;17/11/2011;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60114000;COMARCA ARABA;30/11/2015
DELGADO FONTANEDA, ADOLFO;DIRECTOR/A MEDICO ATENCION PRIMARIA;66.614,38;17/11/2011;31/12/2015;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60114000;COMARCA ARABA;22/06/2016
DIEGO CASALS, JUAN LUIS;ASESOR/A COORDINACION PLAN DE PAZ Y CONVIVENCIA;2.981,17;01/09/2015;15/09/2015;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;22/06/2016
DIEGO CASALS, JUAN LUIS;ASESOR/A DE INDUSTRIAS CULTURALES Y CREATIVAS;20.868,18;16/09/2015;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;22/06/2016
DOIZ UNZUE, OLGA;DIRECTOR/A DE PERSONAL GR.3;61.508,12;17/12/2011;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60132000;ORGANIZACION SANITARIA INTEGRADA GOIERRI-ALTO UROLA;30/11/2015
DOIZ UNZUE, OLGA;DIRECTOR/A DE PERSONAL GR.3;62.617,94;17/12/2011;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60132000;ORGANIZACION SANITARIA INTEGRADA GOIERRI-ALTO UROLA;22/06/2016
DOMINGO RICO, CRISTINA;DIRECTOR/A MEDICO ATENCION PRIMARIA;63.517,19;31/01/2014;31/12/2014;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60129000;COMARCA EZKERRALDEA-ENKARTERRI;30/11/2015
DOMINGUEZ-MACAYA LAURNAGA, JAIME JOSE;DIRECTOR/A;72.731,24;03/01/2013;03/07/2015;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5210000;DIRECCION DE INFORMATICA Y TELECOMUNICACIONES;30/11/2015
DOMINGUEZ-MACAYA LAURNAGA, JAIME JOSE;DIRECTOR/A;37.754,97;03/01/2013;03/07/2015;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5210000;DIRECCION DE INFORMATICA Y TELECOMUNICACIONES;22/06/2016
DORRONSORO IRAETA, MIREN;DIRECTOR/A;73.295,66;19/04/2013;;8;08 - SALUD;8;Departamento de Salud;8110000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;30/11/2015
DORRONSORO IRAETA, MIREN;DIRECTOR/A;74.493,03;19/04/2013;;8;08 - SALUD;8;Departamento de Salud;8110000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;22/06/2016
ECHANOVE LANDAJUELA, ELIXABETE;DIRECTOR/A;68.780,30;19/04/2013;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2120000;DIRECCION DE RELACIONES CON LAS ADMINISTRACIONES LOCALES Y REGISTROS ADMINISTRATIVOS;30/11/2015
ECHANOVE LANDAJUELA, ELIXABETE;DIRECTOR/A;68.891,89;19/04/2013;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2120000;DIRECCION DE RELACIONES CON LAS ADMINISTRACIONES LOCALES Y REGISTROS ADMINISTRATIVOS;22/06/2016
ECHAVE ARANZABAL, ION GURUTZ;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;72.796,54;30/11/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;30/11/2015
ECHAVE ARANZABAL, ION GURUTZ;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;73.292,00;30/11/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;22/06/2016
ECHEVERRIA MUGURUZA, MARIA ARANZAZU;DIRECTOR/A DE COORDINACION ASISTENCIAL AREA DE ENFERMERIA GR.3;30.538,72;13/06/2014;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60132000;ORGANIZACION SANITARIA INTEGRADA GOIERRI-ALTO UROLA;30/11/2015
ECHEVERRIA MUGURUZA, MARIA ARANZAZU;DIRECTOR/A DE COORDINACION ASISTENCIAL AREA DE ENFERMERIA GR.3;56.191,06;13/06/2014;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60132000;ORGANIZACION SANITARIA INTEGRADA GOIERRI-ALTO UROLA;22/06/2016
EGAÑA MANTEROLA, EDURNE;DIRECTOR/A DE LA SOCIEDAD;68.539,38;30/01/2013;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;169;Euskadiko Kirol Portua, S.A.;169010000;Euskadiko Kirol Portua, S.A.;30/11/2015
EGAÑA MANTEROLA, EDURNE;DIRECTOR/A DE LA SOCIEDAD;70.312,49;30/01/2013;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;169;EKP, Euskadiko Kirol Portua, S.A.;169010000;DIRECCION;22/06/2016
ELEXPURU MARCAIDA, JOSE LUIS;DIRECTOR/A ECONOMICO-FINANCIERO GR.2;72.351,66;06/05/2014;18/06/2015;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60123000;ORGANIZACION SANITARIA INTEGRADA BARRUALDE-GALDAKAO;30/11/2015
ELEXPURU MARCAIDA, JOSE LUIS;DIRECTOR/A ECONOMICO-FINANCIERO GR.2;34.432,89;06/05/2014;18/06/2015;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60123000;ORGANIZACION SANITARIA INTEGRADA BARRUALDE-GALDAKAO;22/06/2016
ELEXPURU MARCAIDA, JOSE LUIS;DIRECTOR/A;38.425,65;19/06/2015;;8;08 - SALUD;8;Departamento de Salud;8120000;DIRECCION DE ASEGURAMIENTO Y CONTRATACION SANITARIA;22/06/2016
ELGUEZABAL CANDINA, JESUS;DIRECTOR/A GERENTE;77.554,00;11/03/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;66;Euskal Irrati Telebista Radio Television Vasca (EITB);66010000;Direccion General de EITB;30/11/2015
ELGUEZABAL CANDINA, JESUS;DIRECTOR/A GERENTE;77.554,00;11/03/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;66;EITB, Euskal Irrati Telebista Radio Television Vasca;66010000;DIRECCION GENERAL / GERENCIA;22/06/2016
ELKOROIRIBE ZENIKAONANDIA, MIREIA;ASESOR/A RELACIONES EXTERNAS;67.087,04;19/04/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;30/11/2015
ELKOROIRIBE ZENIKAONANDIA, MIREIA;ASESOR/A RELACIONES EXTERNAS;67.087,02;19/04/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;22/06/2016
ELORRIAGA AXPE, ANTONIO EDUARDO;DIRECTOR/A DE ENFERMERIA ATENCION PRIMARIA;8.406,73;13/03/2009;01/05/2014;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60128000;ORGANIZACION SANITARIA INTEGRADA URIBE;30/11/2015
ELORZA ZUBIRIA, Mª ANGELES;SECRETARIO/A GENERAL (NIVEL VICECONSEJERO);82.060,35;19/12/2012;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1200000;SECRETARIA GENERAL DE ACCION EXTERIOR;30/11/2015
ELORZA ZUBIRIA, Mª ANGELES;SECRETARIO/A GENERAL (NIVEL VICECONSEJERO);83.102,48;19/12/2012;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1200000;SECRETARIA GENERAL DE ACCION EXTERIOR;22/06/2016
EMBID ZUBIRIA, ZURIÑE;DIRECTOR/A;72.842,85;19/04/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5420000;DIRECCION DE POLITICA FINANCIERA Y RECURSOS INSTITUCIONALES;30/11/2015
EMBID ZUBIRIA, ZURIÑE;DIRECTOR/A;74.033,01;19/04/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5420000;DIRECCION DE POLITICA FINANCIERA Y RECURSOS INSTITUCIONALES;22/06/2016
ENCINAR MARTIN, FERNANDO;DIRECTOR/A ECONOMICO-FINANCIERO GR.1;73.630,46;15/06/2011;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60111000;HOSPITAL UNIVERSITARIO ARABA;30/11/2015
ENCINAR MARTIN, FERNANDO;DIRECTOR/A ECONOMICO-FINANCIERO GR.1;75.066,53;15/06/2011;31/12/2015;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60111000;ORGANIZACION SANITARIA INTEGRADA ARABA;22/06/2016
EPALZA SOLANO, TOMAS JOSE;ASESOR/A DE COORDINACION;84.882,45;19/04/2013;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9000000;CONSEJERIA;30/11/2015
EPALZA SOLANO, TOMAS JOSE;ASESOR/A DE COORDINACION;84.882,46;19/04/2013;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9000000;CONSEJERIA;22/06/2016
EPALZA URQUIAGA, ITZIAR;VICECONSEJERO/A;78.673,83;28/12/2012;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3300000;VICECONSEJERIA DE COMERCIO YTURISMO;30/11/2015
EPALZA URQUIAGA, ITZIAR;VICECONSEJERO/A;78.704,36;28/12/2012;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3300000;VICECONSEJERIA DE COMERCIO YTURISMO;22/06/2016
EPELDE MURGUIA, ALICIA;ASESOR/A IMPLANTACION PROCESOS GESTION DE CALIDAD;23.661,29;01/09/2014;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7000000;CONSEJERIA;30/11/2015
EPELDE MURGUIA, ALICIA;ASESOR/A IMPLANTACION PROCESOS GESTION DE CALIDAD;71.517,08;01/09/2014;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7000000;CONSEJERIA;22/06/2016
ERCORECA GERVASIO, JOSU IÑAKI;CONSEJERO/A DEL DEPARTAMENTO;92.292,05;17/12/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2000000;CONSEJERIA;30/11/2015
ERCORECA GERVASIO, JOSU IÑAKI;CONSEJERO/A DEL DEPARTAMENTO;92.750,16;17/12/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2000000;CONSEJERIA;22/06/2016
EREZCANO BUSTINZA, MIREN EDURNE;DIRECTOR/A;67.073,65;17/02/2014;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1020000;DIRECCION DE SECRETARIA Y RELACIONES INSTITUCIONALES;30/11/2015
EREZCANO BUSTINZA, MIREN EDURNE;DIRECTOR/A;67.168,56;17/02/2014;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1020000;DIRECCION DE SECRETARIA Y RELACIONES INSTITUCIONALES;22/06/2016
ERKIZIA ITOITZ, JOSEBA;DIRECTOR/A GENERAL (NIVEL DIRECTOR);71.826,56;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;44;HABE, Instituto de Alfabetizacion y Reeuskaldunizacion de Adultos;44010000;DIRECCION GENERAL;30/11/2015
ERKIZIA ITOITZ, JOSEBA;DIRECTOR/A GENERAL (NIVEL DIRECTOR);72.234,36;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;44;HABE, Instituto de Alfabetizacion y Reeuskaldunizacion de Adultos;44010000;DIRECCION GENERAL;22/06/2016
ESCUBI JUARISTI, LUIS M.;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;72.881,85;04/03/2014;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;30/11/2015
ESCUBI JUARISTI, LUIS M.;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;74.527,38;04/03/2014;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;22/06/2016
ESNAL ALBIZU, ASIER;DIRECTOR/A ECONOMICO-FINANCIERO GR.3;31.416,76;01/07/2014;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60134000;ORGANIZACION SANITARIA INTEGRADA BAJO DEBA;30/11/2015
ESNAL ALBIZU, ASIER;DIRECTOR/A ECONOMICO-FINANCIERO GR.3;62.833,52;01/07/2014;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60134000;ORGANIZACION SANITARIA INTEGRADA DEBABARRENA;22/06/2016
ESPARZA LIBERAL, Mª CARMEN;DIRECTOR/A DE ENFERMERIA GR.4;53.562,02;15/02/2011;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60125000;HOSPITAL SANTA MARINA;30/11/2015
ESPARZA LIBERAL, Mª CARMEN;DIRECTOR/A DE ENFERMERIA GR.4;54.517,95;15/02/2011;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60125000;HOSPITAL SANTA MARINA;22/06/2016
ESQUISABEL ALEGRIA, AMAIA;DIRECTOR/A;48.136,25;08/04/2015;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6420000;DIRECCION DE POLITICA CIENTIFICA;22/06/2016
ESTEFANIA BILBAO, M. CARMEN;DIRECTOR/A DE PERSONAL ATENCION PRIMARIA;59.921,62;11/11/1996;31/12/2014;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60129000;COMARCA EZKERRALDEA-ENKARTERRI;30/11/2015
ETXEBARRIA ALTUNA, AMAIA;DIRECTOR/A DE INTEGRACION ASISTENCIAL GR.2;71.366,77;14/07/2014;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60123000;ORGANIZACION SANITARIA INTEGRADA BARRUALDE-GALDAKAO;30/11/2015
ETXEBARRIA ALTUNA, AMAIA;DIRECTOR/A DE INTEGRACION ASISTENCIAL GR.2;78.395,30;14/07/2014;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60123000;ORGANIZACION SANITARIA INTEGRADA BARRUALDE-GALDAKAO;22/06/2016
ETXEBERRIA ARANBURU, ALEX;GERENTE DE LA SOCIEDAD;67.365,40;19/11/2013;;5;05 - HACIENDA Y FINANZAS;160;EJIE, S.A.;160010000;EJIE, S.A.;30/11/2015
ETXEBERRIA ARANBURU, ALEX;GERENTE DE LA SOCIEDAD;67.365,00;19/11/2013;;5;05 - HACIENDA Y FINANZAS;160;EJIE, S.A.;160010000;DIRECCION GENERAL / GERENCIA;22/06/2016
ETXEBERRIA CRUZ, JON;DIRECTOR/A GENERAL;84.638,14;04/01/2013;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60010000;DIRECCION GENERAL;30/11/2015
ETXEBERRIA CRUZ, JON;DIRECTOR/A GENERAL;84.638,14;04/01/2013;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60010000;DIRECCION GENERAL;22/06/2016
ETXEGARAI ATELA, JOSU MIRENA;DIRECTOR/A ECONOMICO-FINANCIERO GR.4;59.839,96;01/03/2011;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60113000;RED DE SALUD MENTAL DE ARABA;30/11/2015
ETXEGARAI ATELA, JOSU MIRENA;DIRECTOR/A ECONOMICO-FINANCIERO GR.4;60.807,77;01/03/2011;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60113000;RED DE SALUD MENTAL DE ARABA;22/06/2016
EZENARRO EGURBIDE, MIREN AINTZANE;DIRECTOR/A;34.660,75;25/06/2015;;1;01 - LEHENDAKARITZA;55;GOGORA - Instituto de la Memoria, la Convivencia y los Derechos Humanos;55010000;DIRECCION;22/06/2016
EZENARRO EGURBIDE, MIREN AINTZANE;ASESOR/A COORDINACION PLAN DE PAZ Y CONVIVENCIA;67.087,04;26/06/2013;24/06/2015;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;30/11/2015
EZENARRO EGURBIDE, MIREN AINTZANE;ASESOR/A COORDINACION PLAN DE PAZ Y CONVIVENCIA;32.426,27;26/06/2013;24/06/2015;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;22/06/2016
EZKURDIA SANTAMARIA, JOSU MIREN;DIRECTOR/A GENERAL;67.087,02;15/04/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;156;Neiker, S.A., Instituto Vasco de Investigacion y Desarrollo Agrario;156010000;Neiker, S.A., Instituto Vasco de Investigacion y Desarrollo Agrario;30/11/2015
EZKURDIA SANTAMARIA, JOSU MIREN;DIRECTOR/A GENERAL;66.578,79;15/04/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;156;Neiker, S.A., Instituto Vasco de Investigacion y Desarrollo Agrario;156010000;DIRECCION GENERAL / GERENCIA;22/06/2016
FARIÑAS PAN, JUAN CARLOS;DIRECTOR/A ECONOMICO-FINANCIERO ATENCION PRIMARIA;59.260,08;01/02/1989;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60114000;COMARCA ARABA;30/11/2015
FARIÑAS PAN, JUAN CARLOS;DIRECTOR/A ECONOMICO-FINANCIERO ATENCION PRIMARIA;60.094,70;01/02/1989;31/12/2015;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60114000;COMARCA ARABA;22/06/2016
FERNANDEZ DE MENDIOLA RUIZ DE EGUILAZ, JOSE RAMON;ASESOR/A MATERIA INFORMATICA EN EL AREA JUSTICIA;37.878,44;06/05/2013;24/07/2014;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2000000;CONSEJERIA;30/11/2015
FERNANDEZ DE QUINCOCES MENDIETA, AVELINO;ASESOR/A DE POLITICA TERRITORIAL;49.197,14;07/04/2014;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9000000;CONSEJERIA;30/11/2015
FERNANDEZ DE QUINCOCES MENDIETA, AVELINO;ASESOR/A DE POLITICA TERRITORIAL;67.087,02;07/04/2014;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9000000;CONSEJERIA;22/06/2016
FERNANDEZ ERDOCIA, JUAN ANTONIO;SECRETARIO/A GENERAL (NIVEL VICECONSEJERO);78.673,83;19/04/2013;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1300000;SECRETARIA GENERAL PARA LA PAZ Y LA CONVIVENCIA;30/11/2015
FERNANDEZ ERDOCIA, JUAN ANTONIO;SECRETARIO/A GENERAL (NIVEL VICECONSEJERO);78.673,84;19/04/2013;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1300000;SECRETARIA GENERAL PARA LA PAZ Y LA CONVIVENCIA;22/06/2016
FERNANDEZ GONZALEZ, M LUISA;DIRECTOR/A GESTION GR.4;63.425,30;01/06/1992;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60020000;EMERGENCIAS (Unidades Territoriales de Emergencias);30/11/2015
FERNANDEZ GONZALEZ, M LUISA;DIRECTOR/A GESTION GR.4;64.225,30;01/06/1992;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60020000;EMERGENCIAS (Unidades Territoriales de Emergencias);22/06/2016
FERNANDEZ IBAÑEZ, JESUS;DIRECTOR/A;71.896,10;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6220000;DIRECCION DE CENTROS ESCOLARES;30/11/2015
FERNANDEZ IBAÑEZ, JESUS;DIRECTOR/A;72.969,72;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6220000;DIRECCION DE CENTROS ESCOLARES;22/06/2016
FERREIRA GARCIA, EVA;DIRECTOR/A;27.900,06;01/09/2015;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;65;Unibasq, Agencia de Calidad del Sistema Universitario;65010000;DIRECCION;22/06/2016
FURUNDARENA OLABARRIAGA, ANA ESTHER;ASESOR/A DE POLITICA LINGUISTICA;67.087,04;01/07/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;30/11/2015
FURUNDARENA OLABARRIAGA, ANA ESTHER;ASESOR/A DE POLITICA LINGUISTICA;67.087,02;01/07/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;22/06/2016
GABILONDO RUIZ, XABIER;ASESOR/A MATERIA INICIATIVAS PARLAMENTARIAS;67.087,04;01/01/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5000000;CONSEJERIA;30/11/2015
GABILONDO RUIZ, XABIER;ASESOR/A MATERIA INICIATIVAS PARLAMENTARIAS;67.087,02;01/01/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5000000;CONSEJERIA;22/06/2016
GABIRONDO FERNANDEZ, GERVASIO;DIRECTOR/A;71.766,44;03/01/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7240000;DIRECCION DE LA ERTZAINTZA;30/11/2015
GABIRONDO FERNANDEZ, GERVASIO;DIRECTOR/A;73.150,24;03/01/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7240000;DIRECCION DE LA ERTZAINTZA;22/06/2016
GALERA CARRILLO, JOSE ANTONIO;VICECONSEJERO/A;79.609,71;15/02/2013;06/07/2015;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9200000;VICECONSEJERIA DE MEDIO AMBIENTE;30/11/2015
GALERA CARRILLO, JOSE ANTONIO;VICECONSEJERO/A;40.876,55;15/02/2013;06/07/2015;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9200000;VICECONSEJERIA DE MEDIO AMBIENTE;22/06/2016
GALLO ESTRADA, LUIS ANGEL;DIRECTOR/A DE ENFERMERIA ATENCION PRIMARIA;55.206,29;15/02/2010;31/12/2014;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60129000;COMARCA EZKERRALDEA-ENKARTERRI;30/11/2015
GARAGORRI YARZA, FRANCISCO JAVIER;ASESOR/A EN MATERIA DE EDUCACION;67.247,04;18/09/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;30/11/2015
GARAGORRI YARZA, FRANCISCO JAVIER;ASESOR/A EN MATERIA DE EDUCACION;67.087,02;18/09/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6000000;CONSEJERIA;22/06/2016
GARAMENDI IBARRA, MARIA BEGOÑA;DIRECTOR/A;72.596,06;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6210000;DIRECCION DE INNOVACION EDUCATIVA;30/11/2015
GARAMENDI IBARRA, MARIA BEGOÑA;DIRECTOR/A;73.200,02;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6210000;DIRECCION DE INNOVACION EDUCATIVA;22/06/2016
